antecedent,consequent,antecedent_active_cases,case_support_confidence,mean_consequent_rate_when_active,mean_rate_gap_when_active,cases_with_a_rate_gt_b_rate,cases_with_a_rate_le_b_rate
F2,U3,73,1.0,0.895890410958904,0.09315068493150684,27,46
U1,U3,73,1.0,0.895890410958904,0.10410958904109588,30,43
U3,H1,73,1.0,0.6958904109589041,0.2328767123287671,45,28
F1,H1,71,1.0,0.6901408450704225,0.2422535211267605,48,23
F2,H1,73,1.0,0.6958904109589041,0.2958904109589041,58,15
U1,H1,73,1.0,0.6958904109589041,0.3041095890410958,60,13
F3,U4,55,0.9818181818181818,0.4872727272727273,0.11272727272727275,18,37
J5,J3,42,0.9761904761904762,0.2952380952380952,0.01904761904761905,3,39
J4,J5,41,0.975609756097561,0.2731707317073171,0.029268292682926834,6,35
H1,F1,73,0.9726027397260274,0.8684931506849314,0.06301369863013698,11,62
U3,F1,73,0.9726027397260274,0.8684931506849314,0.0958904109589041,21,52
F2,F1,73,0.9726027397260274,0.8684931506849314,0.12602739726027398,26,47
U1,F1,73,0.9726027397260274,0.8684931506849314,0.13150684931506848,27,46
H1,U4,73,0.9726027397260274,0.4712328767123288,0.29315068493150687,44,29
U3,U4,73,0.9726027397260274,0.4712328767123288,0.4246575342465753,68,5
F2,U4,73,0.9726027397260274,0.4712328767123288,0.5150684931506849,71,2
U1,U4,73,0.9726027397260274,0.4712328767123288,0.5287671232876713,72,1
U4,F1,71,0.971830985915493,0.8732394366197181,0.016901408450704227,5,66
F1,U4,71,0.971830985915493,0.476056338028169,0.4253521126760563,63,8
J1,F1,51,0.9607843137254902,0.8352941176470585,0.0196078431372549,3,48
J1,J2,51,0.9607843137254902,0.30196078431372547,0.04705882352941177,11,40
J1,U4,51,0.9607843137254902,0.4666666666666666,0.07058823529411765,13,38
J2,F1,49,0.9591836734693877,0.8326530612244898,0.0163265306122449,2,47
J2,U4,49,0.9591836734693877,0.46938775510204084,0.05714285714285714,11,38
J3,F1,44,0.9545454545454546,0.818181818181818,0.01363636363636364,2,42
J3,U4,44,0.9545454545454546,0.4636363636363637,0.04545454545454545,7,37
J5,F1,42,0.9523809523809523,0.819047619047619,0.01904761904761905,2,40
J5,J4,42,0.9523809523809523,0.2761904761904762,0.03333333333333333,5,37
J5,U4,42,0.9523809523809523,0.4714285714285714,0.047619047619047616,7,35
J4,F1,41,0.9512195121951219,0.8146341463414634,0.014634146341463417,2,39
J4,U4,41,0.9512195121951219,0.46829268292682935,0.04390243902439024,6,35
J3,J4,44,0.9318181818181818,0.26818181818181813,0.02727272727272727,5,39
J3,J5,44,0.9318181818181818,0.2636363636363636,0.040909090909090916,9,35
