target,lambda,mean_nonzero,mean_logloss,se_logloss,mean_accuracy,mean_precision,mean_recall,mean_f1
F3,0.005131629159898318,7.8,0.4817910388567834,0.0186719045920681,0.6791367623604466,0.40019751447224927,0.989090909090909,0.5682904889292049
F3,0.007117153246582319,6.6,0.4825606375322458,0.018566738259691625,0.6784350079744816,0.3995769036605556,0.989090909090909,0.567728109174876
F3,0.00987091404249892,5.4,0.4837759171414939,0.01837121185718221,0.6784350079744816,0.3995769036605556,0.989090909090909,0.567728109174876
F3,0.013690156816728805,4.6,0.485395507437347,0.017931693559656313,0.6784350079744816,0.3995769036605556,0.989090909090909,0.567728109174876
F3,0.018987136637974283,3.4,0.48783278984003964,0.01747874181435691,0.6784350079744816,0.3995769036605556,0.989090909090909,0.567728109174876
F3,0.02633361783471869,2.4,0.49098724234413993,0.017254101176827862,0.6766168261562998,0.39817280616850337,0.989090909090909,0.566221999484623
F3,0.036522591135626795,2.0,0.4952177295504086,0.016462239007734445,0.6700311311495522,0.393434553577422,0.989090909090909,0.5614684173471333
F3,0.05065387033533725,2.0,0.5014593971647596,0.015319415780003046,0.6687811311495522,0.39248971190224324,0.989090909090909,0.5605287348074507
F3,0.07025280792430623,1.2,0.5100776920294916,0.014152207721831882,0.6687811311495522,0.39248971190224324,0.989090909090909,0.5605287348074507
F3,0.09743494403440249,1.0,0.5226779665943454,0.012358075643959235,0.6687811311495522,0.39248971190224324,0.989090909090909,0.5605287348074507
F3,0.13513436116626068,1.0,0.5447412872196462,0.009776063054179992,0.6687811311495522,0.39248971190224324,0.989090909090909,0.5605287348074507
F3,0.1874203936666262,1.0,0.5842214755422995,0.005988155979629442,0.6687811311495522,0.39248971190224324,0.989090909090909,0.5605287348074507
F3,0.259936878074525,1.0,0.658483823633948,0.0006497879119104494,0.6687811311495522,0.39248971190224324,0.989090909090909,0.5605287348074507
F3,0.3605113577091053,0.0,0.6931471805599453,3.510833468576701e-17,0.3389355600539811,0.1775320512820513,0.8,0.2894362618547134
F3,0.5,0.0,0.6931471805599453,3.510833468576701e-17,0.3389355600539811,0.1775320512820513,0.8,0.2894362618547134
H1,0.001,11.2,0.3300418045380673,0.013865274365755745,0.8882791221935958,0.9029417978340387,0.8256075492497569,0.8622564991399404
H1,0.0013869188565300285,10.8,0.32985575231181435,0.013854447435257012,0.8882791221935958,0.9029417978340387,0.8256075492497569,0.8622564991399404
H1,0.00192354391459856,10.6,0.3298670075849339,0.013843786636114368,0.8867406606551343,0.8996026788985896,0.8256075492497569,0.8607422562613797
H1,0.0026677993265203275,10.0,0.3304194658348717,0.013707509288983833,0.8853464298859036,0.8963770217764525,0.8256075492497568,0.859331294781596
H1,0.0037000211913891527,8.8,0.33063329687202836,0.01340938683939967,0.8839521991166727,0.8946285599138314,0.8240923977346053,0.8577216098260656
H1,0.005131629159898318,7.8,0.3304710230029351,0.013023502333859762,0.8825486903447428,0.8941387639954639,0.8205836258047807,0.8554997794610507
H1,0.007117153246582319,6.8,0.33069453013346345,0.012548603957972804,0.8817794595755121,0.8939491306199899,0.8189307332427973,0.8545240265539673
H1,0.00987091404249892,6.4,0.3314803145078611,0.011973296022916084,0.8823855201815729,0.9006251474502844,0.8128238630137895,0.8542179529049957
H1,0.013690156816728805,5.8,0.33377298601305944,0.011309067592637927,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.018987136637974283,5.4,0.33818281525179816,0.010750292860214306,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.02633361783471869,5.0,0.3456170103357479,0.010049997422240772,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.036522591135626795,4.8,0.3577435776908192,0.009165272526256539,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.05065387033533725,4.4,0.3759460250455974,0.008150984119115485,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.07025280792430623,4.0,0.40378695534821374,0.006772640218347906,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.09743494403440249,3.0,0.44522807206849924,0.005236120636603041,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.13513436116626068,2.2,0.5105175277445122,0.004757690441997848,0.8839239817200344,0.9084102160011687,0.8080029263746711,0.8550329546576589
H1,0.1874203936666262,1.0,0.600524784729134,0.0034176425525689804,0.7813478407557355,0.7151337925402345,0.8111709704518063,0.7594976058426692
H1,0.259936878074525,1.0,0.6665155906317712,0.0026446626566538657,0.7813478407557355,0.7151337925402345,0.8111709704518063,0.7594976058426692
H1,0.3605113577091053,0.0,0.6931471805599454,4.299875284949258e-17,0.42760244141823095,0.42760244141823095,1.0,0.5984186429494966
H1,0.5,0.0,0.6931471805599454,4.299875284949258e-17,0.42760244141823095,0.42760244141823095,1.0,0.5984186429494966
J1,0.001,12.0,0.1900028091463052,0.007763338401011734,0.9683159274935591,0.8284789164708029,0.8351291877035585,0.8212960643949716
J1,0.0013869188565300285,11.8,0.18907790967649518,0.007006823525225801,0.9676909274935591,0.8279863056333644,0.8298660298088215,0.8176777921199829
J1,0.00192354391459856,11.4,0.1880757082592946,0.005998012767064823,0.9704979450374187,0.8732804232804232,0.8224586224014143,0.8334653662748709
J1,0.0026677993265203275,9.4,0.18753753835694173,0.005388314844620278,0.9754421236658078,0.9147089947089947,0.8224586224014143,0.8578055115964529
J1,0.0037000211913891527,8.4,0.18805806021290755,0.005096560197814875,0.9754421236658078,0.9147089947089947,0.8224586224014143,0.8578055115964529
J1,0.005131629159898318,7.4,0.1892261829523525,0.004548226618590509,0.9792416574653415,0.9559929925147317,0.8224586224014143,0.8799278431817001
J1,0.007117153246582319,7.0,0.19164336298606208,0.003798236806828656,0.9799434118513066,0.969326325848065,0.8224586224014143,0.8859493485580442
J1,0.00987091404249892,7.0,0.1956817807616386,0.002965516987981665,0.9799434118513066,0.969326325848065,0.8224586224014143,0.8859493485580442
J1,0.013690156816728805,6.6,0.20091360420314003,0.0025411223921408973,0.9805494724573673,0.9780219780219781,0.8224586224014143,0.8902005562875128
J1,0.018987136637974283,5.8,0.207641149259518,0.002136838230623291,0.9805494724573673,0.9780219780219781,0.8224586224014143,0.8902005562875128
J1,0.02633361783471869,4.8,0.21699265128910708,0.0019735453775088525,0.9805494724573673,0.9780219780219781,0.8224586224014143,0.8902005562875128
J1,0.036522591135626795,3.2,0.2273164307481866,0.0013907775712561584,0.9805494724573673,0.9780219780219781,0.8224586224014143,0.8902005562875128
J1,0.05065387033533725,2.2,0.23805926756905071,0.001697955147492835,0.9805494724573673,0.9780219780219781,0.8224586224014143,0.8902005562875128
J1,0.07025280792430623,2.0,0.2511502308902814,0.0017196670315121098,0.9805494724573673,0.9780219780219781,0.8224586224014143,0.8902005562875128
J1,0.09743494403440249,2.0,0.26838126211666974,0.00210330617041032,0.9791459636854374,0.9780219780219781,0.8076438075865994,0.8795286195286195
J1,0.13513436116626068,2.0,0.2912744102569449,0.00286569006221349,0.977770672310146,1.0,0.7741361253374983,0.8673520786613766
J1,0.1874203936666262,2.0,0.32227526086421604,0.004005271310285052,0.977770672310146,1.0,0.7741361253374983,0.8673520786613766
J1,0.259936878074525,2.0,0.36541005134345095,0.005590003322294399,0.977770672310146,1.0,0.7741361253374983,0.8673520786613766
J1,0.3605113577091053,1.2,0.42595576253604506,0.007367100754787293,0.977770672310146,1.0,0.7741361253374983,0.8673520786613766
J1,0.5,1.0,0.5121489747056687,0.00993506510120645,0.977770672310146,1.0,0.7741361253374983,0.8673520786613766
J2,0.001,9.4,0.06711127865208791,0.022532255399376505,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.0013869188565300285,8.4,0.06701389424759253,0.022293515779517253,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.00192354391459856,6.6,0.06701743628034576,0.022026288335454537,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.0026677993265203275,5.6,0.0674009669635428,0.021780513771881737,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.0037000211913891527,4.6,0.06845833151627657,0.022010135693501912,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.005131629159898318,4.0,0.0696006443123111,0.022208830507214106,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.007117153246582319,3.8,0.07090688904216544,0.022451801793466335,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.00987091404249892,3.4,0.07187880487536885,0.022230206646729183,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.013690156816728805,3.0,0.07303625323372721,0.021872082644860687,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.018987136637974283,3.0,0.07458545801286079,0.021521527288369438,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.02633361783471869,3.0,0.07703658199806511,0.021053141513755338,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.036522591135626795,2.8,0.08090351131372568,0.0204233557279966,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
J2,0.05065387033533725,2.8,0.08690172322830447,0.01959061794342559,0.977770672310146,0.7741361253374983,1.0,0.8673520786613766
